DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2016,2.5,0: Units,PCNT: %,RA: Reanalysed,,1.8,3.4,2620.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2016,2,0: Units,PCNT: %,RA: Reanalysed,,1.5,2.5,5231.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2016,0.7,0: Units,PCNT: %,RA: Reanalysed,,0.4,1.3,2610.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2016,1.1,0: Units,PCNT: %,RA: Reanalysed,,0.7,1.8,2620.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2016,0.9,0: Units,PCNT: %,RA: Reanalysed,,0.6,1.3,5231.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,8.091820717,0: Units,PCNT: %,MD: Modelled,,7.215106487,9.06569767,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,8.046815872,0: Units,PCNT: %,MD: Modelled,,7.125905037,9.073230743,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,8.003493309,0: Units,PCNT: %,MD: Modelled,,7.042672157,9.093600273,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,7.966115475,0: Units,PCNT: %,MD: Modelled,,6.963982105,9.115707397,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,7.93343544,0: Units,PCNT: %,MD: Modelled,,6.886646748,9.135913849,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,5.159730911,0: Units,PCNT: %,MD: Modelled,,4.042316914,6.537118912,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,5.15288496,0: Units,PCNT: %,MD: Modelled,,4.022003174,6.560671806,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,5.14576149,0: Units,PCNT: %,MD: Modelled,,4.004782677,6.59316349,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,5.144617558,0: Units,PCNT: %,MD: Modelled,,3.98202467,6.629788399,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,5.154734135,0: Units,PCNT: %,MD: Modelled,,3.963604212,6.677540779,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,16.99807358,0: Units,PCNT: %,MD: Modelled,,11.10477161,25.26754951,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,16.96763611,0: Units,PCNT: %,MD: Modelled,,11.06847477,25.24302292,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,16.91463661,0: Units,PCNT: %,MD: Modelled,,11.01244545,25.22185707,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,16.86317635,0: Units,PCNT: %,MD: Modelled,,10.95306492,25.16855812,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,16.8343792,0: Units,PCNT: %,MD: Modelled,,10.92079449,25.17676163,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2019,6.3,0: Units,PCNT: %,RA: Reanalysed,,5.2,7.6,5391741,Reduced age range Age 0-5 months not covered  unadjusted for age,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2019,8.1,0: Units,PCNT: %,RA: Reanalysed,,6.8,9.6,5527554.5,Reduced age range Age 0-5 months not covered  unadjusted for age,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),_T: Total,2019,7.2,0: Units,PCNT: %,RA: Reanalysed,,6.3,8.2,10919295,Reduced age range Age 0-5 months not covered  unadjusted for age,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2019,3.1,0: Units,PCNT: %,AD: Adjusted,,,,,Age-Adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2019,0.7,0: Units,PCNT: %,AD: Adjusted,,,,,Age-Adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,8.553059578,0: Units,PCNT: %,MD: Modelled,,8.411671638,8.696151733,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,8.601920128,0: Units,PCNT: %,MD: Modelled,,8.447116852,8.759366035,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,8.640901566,0: Units,PCNT: %,MD: Modelled,,8.473908424,8.811532021,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,8.671332359,0: Units,PCNT: %,MD: Modelled,,8.489772797,8.855811119,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,8.698070526,0: Units,PCNT: %,MD: Modelled,,8.500310898,8.898513794,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,13.45907402,0: Units,PCNT: %,MD: Modelled,,12.66539764,14.30107117,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,13.50721455,0: Units,PCNT: %,MD: Modelled,,12.66112995,14.41739559,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,13.55716801,0: Units,PCNT: %,MD: Modelled,,12.6448431,14.54042149,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,13.6019392,0: Units,PCNT: %,MD: Modelled,,12.62616634,14.65838242,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,13.64151573,0: Units,PCNT: %,MD: Modelled,,12.59672356,14.77468204,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2016,11.19564915,0: Units,PCNT: %,MD: Modelled,,10.5350008,11.88083935,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2017,11.23297882,0: Units,PCNT: %,MD: Modelled,,10.52103996,11.96925449,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2018,11.27161407,0: Units,PCNT: %,MD: Modelled,,10.50805283,12.06536198,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2019,11.3101368,0: Units,PCNT: %,MD: Modelled,,10.49495125,12.16968632,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,NT_BW_LBW: Prevalence of low birth weight among new-borns,_T: Total,2020,11.36161137,0: Units,PCNT: %,MD: Modelled,,10.48579979,12.28251553,,modelled estimate,UNICEF-WHO Low birthweight estimates 2023,UNICEF-WHO Low birthweight estimates 2023,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2020,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2016,23,0: Units,PCNT: %,RA: Reanalysed,,21.5,24.5,4692.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale 2016  Rapport Final  Decembre 2016  Burkina Faso,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2017,19.4,0: Units,PCNT: %,RA: Reanalysed,,17.9,21,9575.1,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Nutritionnelle Nationale  Burkina Faso 2017,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2018,22,0: Units,PCNT: %,RA: Reanalysed,,20.8,23.2,11680.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2019,21.3,0: Units,PCNT: %,RA: Reanalysed,,20.2,22.5,10560.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2020,17.4,0: Units,PCNT: %,RA: Reanalysed,,16,18.9,8082.6,Reduced age range  Age calculated using alternate methods Age interval 12-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,2021-09,19.8,0: Units,PCNT: %,RP: Reported,,,,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Démographique et de Santé du Burkina Faso 2021. Ouagadougou  Burkina Faso et  Rockville  Maryland  USA   INSD et ICF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2016,30.3,0: Units,PCNT: %,RA: Reanalysed,,28.8,31.9,4977.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale 2016  Rapport Final  Decembre 2016  Burkina Faso,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2017,22.7,0: Units,PCNT: %,RA: Reanalysed,,21.1,24.3,9855.6,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Nutritionnelle Nationale  Burkina Faso 2017,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2018,27.7,0: Units,PCNT: %,RA: Reanalysed,,26.4,29,12163.8,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2019,26.1,0: Units,PCNT: %,RA: Reanalysed,,24.9,27.4,11082,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2020,21.6,0: Units,PCNT: %,RA: Reanalysed,,20,23.1,8603.6,Reduced age range  Age calculated using alternate methods Age interval 12-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),M: Male,2021-09,25.3,0: Units,PCNT: %,RP: Reported,,,,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023,Enquête Démographique et de Santé du Burkina Faso 2021. Ouagadougou  Burkina Faso et  Rockville  Maryland  USA   INSD et ICF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,Y0T4: Under 5 years old
